Complexity,Loss,Equation
1,0.26200965,"-0.001786737"
3,0.2217794,"x1 * 0.23113334"
4,0.16344874,"x1 - tanh(x1)"
6,0.113988064,"x1 - tanh(x1 * 2.4415307)"
7,0.020356769,"((x1 * x1) + -1.0013453) * x1"
9,0.02033614,"((x1 * x1) - 1.0013517) * (x1 + 0.006993602)"
11,5.9189523e-15,"(x1 * ((x1 * x1) + -1.0)) - (x0 * -0.012)"
13,5.8356055e-15,"(x1 * ((x1 * x1) + -1.0)) - ((x0 * -0.012) + -3.7618304e-9)"
15,5.1825275e-15,"((x1 * -0.059936754) - (x0 * -0.012)) + (((x1 * x1) - 0.94006324) * x1)"
